Name,ID,entrezgene_id,P_value,FDR,log2FC,Signif,Status,U2932_WT_centered,U2932_MUT_centered,U2932_WT_1,U2932_WT_2,U2932_WT_3,U2932_MUT_1,U2932_MUT_2,U2932_MUT_3
DPM1,H0Y368,NA,0.0017117237764135377,0.00992,-0.245,TRUE,Down,-0.123,0.123,11.098821663409437,11.02983934907253,11.06454069247023,10.86062144542001,10.773386504673196,10.823526469122154
REPIN1,Q9BWE0,29803,0.0017168360849633079,0.00998,-0.255,TRUE,Down,-0.127,0.127,9.257859234639628,9.206037546246591,9.263973354803408,8.992088609013996,8.931032941506322,9.040289721025717
B3KXX7,B3KXX7,NA,0.001727403500227363,0.0101,-0.3,TRUE,Down,-0.15,0.15,9.394248310920066,9.527281505681902,9.446876521568438,9.081083928687635,9.193278935521388,9.194018084222154
C1orf52,Q8N6N3,148423,0.0017337484546230796,0.0102,0.277,TRUE,Up,0.139,-0.139,9.011227255423254,8.945736442613757,8.863566829323505,9.229780166733326,9.237687990925362,9.184875342908283
RNASEH2B,Q5TBB1,79621,0.0017312404112430138,0.0102,-0.32,TRUE,Down,-0.16,0.16,9.83415498140132,10.023338531120176,9.858136449579625,9.57156305219755,9.608254821977908,9.576673292516576
B7Z8X5,B7Z8X5,NA,0.0017785911342194033,0.0108,0.33,TRUE,Up,0.165,-0.165,9.923030298263772,10.084276910531491,10.12850993750829,10.344739745802993,10.400666004069222,10.381542951184585
GLS,O94925,2744,0.0017934570053113848,0.011,0.326,TRUE,Up,0.163,-0.163,12.066223763942398,12.216715549157586,12.056874758203767,12.3701424794954,12.494105548061054,12.454196460657819
ARL6IP4,Q66PJ3,NA,0.001838399013912255,0.0116,-0.244,TRUE,Down,-0.122,0.122,10.210671343785622,10.160879861839305,10.122827994807666,9.963474123974885,9.898903649093896,9.898752526164841
GAB1,Q13480,2549,0.0019148691694844953,0.0127,-0.246,TRUE,Down,-0.123,0.123,7.144658242831882,7.037821465434967,7.067165427017112,6.811214117513239,6.837943241891027,6.861707286585856
GNAS.1,P63092,2778,0.0019709951463756105,0.0135,-0.261,TRUE,Down,-0.131,0.131,11.912103422103764,11.8947798769113,11.963221225576035,11.611485943240922,11.733439082899434,11.641284097783032
GRK6,P43250,2870,0.001976878265070966,0.0135,-0.287,TRUE,Down,-0.143,0.143,8.711150711243256,8.7414669864011465,8.602884408718419,8.459021703862302,8.367633159398164,8.368069876532083
NPAT,B9EG70,NA,0.002001345607405515,0.0139,-0.21,TRUE,Down,-0.105,0.105,7.60139939053183,7.627898615871748,7.59916899321943,7.405992359675837,7.414473836430928,7.37851162325373
CYBA,P13498,1535,0.0020341719667500797,0.0144,-0.374,TRUE,Down,-0.187,0.187,8.750204509279872,8.551516017628014,8.593204354063287,8.365010076783024,8.19770815795585,8.20896588630656
B3KMZ5,B3KMZ5,NA,0.0020481203313040346,0.0146,-0.281,TRUE,Down,-0.14,0.14,8.017365205292732,7.915879378835773,8.021257620560519,7.748863714535698,7.731997786643742,7.631540867341486
TAF2,Q6P1X5,6873,0.0020679647571960804,0.0148,-0.285,TRUE,Down,-0.142,0.142,6.896029602976752,6.894817763307944,6.906890595608519,6.687900522480746,6.514122260170708,6.640967910449898
XXYLT1,Q8NBI6,152002,0.002091506598422874,0.0152,-0.445,TRUE,Down,-0.223,0.223,7.45038647903429,7.354028938054387,7.2259304111710545,6.912889336229962,7.027905996569885,6.7535510546006545
SEC61B,P60468,10952,0.0021098351675962416,0.0154,-0.474,TRUE,Down,-0.237,0.237,10.636896459574862,10.550073370555145,10.469947009577337,10.2747275727873,9.945736442613757,10.015136243797379
STRBP,Q96SI9,55342,0.002133333242995469,0.0158,-0.287,TRUE,Down,-0.143,0.143,10.621227710051974,10.522385366315934,10.443150764729321,10.261389773250148,10.215775653020282,10.249587555590454
PCK2.1,Q6IB91,NA,0.0021644133603031072,0.0162,-0.267,TRUE,Down,-0.134,0.134,11.540757687444144,11.521305982116646,11.618844301766652,11.309931032395417,11.344018439881326,11.224544392145026
MAPKAPK2,P49137,9261,0.0021949459449580565,0.0167,-0.319,TRUE,Down,-0.16,0.16,10.202368742775262,10.152538369245269,10.00828854779105,9.852841578417069,9.801061627967208,9.75120928822302
TMCO1,J9JIE6,NA,0.0022111595778942245,0.0169,-0.525,TRUE,Down,-0.262,0.262,10.000704269011246,9.768845959753389,9.825753832883112,9.545736753493381,9.192539407931907,9.28239346898991
RNF185,Q96GF1,91445,0.0022425659319977,0.0173,-0.416,TRUE,Down,-0.208,0.208,7.425425734590699,7.389738878676984,7.493455200926176,7.118941072723508,6.839203788096944,7.103287808412022
SRPRB,Q9Y5M8,58477,0.002239110195789611,0.0173,-0.428,TRUE,Down,-0.214,0.214,10.55928148132549,10.54554371207463,10.656961081474211,10.315262799181196,9.99378756313484,10.16867211813223
Mprip-Ntrk1,U6FSN9,NA,0.002258144725482438,0.0176,-0.267,TRUE,Down,-0.133,0.133,9.54882190845875,9.651051691178928,9.510764167917891,9.34562701215377,9.286557761607957,9.277752335693803
ALDH7A1,A0A1B0GW77,501,0.0022666391714058526,0.0177,-0.343,TRUE,Down,-0.171,0.171,10.911391987843459,10.894059846274022,10.882184492900635,10.436399236682831,10.535178156698203,10.687463169871554
PLXNC1,O60486,10154,0.002289949977904045,0.018,-0.723,TRUE,Down,-0.361,0.361,3.3362833878644325,3.3362833878644325,2.944858445807539,2.232660756790275,2.560714954474479,2.655351828612554
NADK2,Q4G0N4,133686,0.002336391225662289,0.0187,-0.347,TRUE,Down,-0.173,0.173,5.5453506448223,5.791814071161826,5.722466024471091,5.3110671022555955,5.336283387864432,5.371558862611963
GOT2,A0A024R6W0,NA,0.002350368080569464,0.0189,0.414,TRUE,Up,0.207,-0.207,11.40960308157458,11.330300688878133,11.417957971195355,11.666934077896085,11.756139298372927,11.977136791891992
ATP6AP2,O75787,10159,0.0023850769520606186,0.0194,-0.348,TRUE,Down,-0.174,0.174,8.352264173258321,8.16037568743582,8.13647851834917,7.924812503605781,7.808642467918064,7.872828759534886
SALL1,Q9NSC2,6299,0.0023899350448738066,0.0194,-0.223,TRUE,Down,-0.111,0.111,6.815063017192867,6.7865963618908065,6.802193216941825,6.613236954716332,6.596935142387232,6.525129251203973
ITGB1,P05556,3688,0.0024718229748940924,0.0206,-0.388,TRUE,Down,-0.194,0.194,10.719645505408712,10.461274795177026,10.680799034572981,10.154564982454229,10.28065479319892,10.262682142362165
NXT2,Q9NPJ8,55916,0.002476970383045877,0.0206,0.225,TRUE,Up,0.113,-0.113,8.249350523627234,8.190812367916136,8.149747119504681,8.430870663548154,8.431706523966024,8.403012023574997
RAB1A,P62820,5861,0.002471649668436435,0.0206,-0.212,TRUE,Down,-0.106,0.106,12.875749351420055,12.833008651970893,12.844568470423047,12.664136133766915,12.602490099827708,12.650445955107516
GNAS.2,P63092,2778,0.0024878501736709767,0.0208,-0.281,TRUE,Down,-0.141,0.141,11.841289148043497,11.813941481761159,11.947271652460348,11.560762712391655,11.657452439802354,11.54080611059151
RPN1,P04843,6184,0.002508056158930748,0.0211,-0.478,TRUE,Down,-0.239,0.239,13.37539245734384,13.221587121264806,13.215411657801777,12.974522142583746,12.612960620469826,12.792139552277902
HIP1,O00291,3092,0.0025186114870619732,0.0212,-0.456,TRUE,Down,-0.228,0.228,9.200162973999701,9.169925001442312,9.325755172998837,8.581200581924957,8.910492832288714,8.83605035505807
B3KUG7,B3KUG7,NA,0.002517970265951709,0.0212,-0.25,TRUE,Down,-0.125,0.125,8.369379235303752,8.330020515836084,8.229299508710927,8.071998580753055,8.057991722759176,8.04930403348226
GNAS,P63092,2778,0.0025171547414000912,0.0212,-0.291,TRUE,Down,-0.145,0.145,11.948878217259876,11.929258408636972,12.036414041691762,11.648132845652658,11.774828231817352,11.61889017369368
OTUD6B,A0A087X0W9,51633,0.0025792524168928898,0.0221,0.244,TRUE,Up,0.122,-0.122,8.689648608288815,8.74045539698897,8.759888183221834,9.029011086659068,8.982423226775877,8.91079261307751
H3F3A,P84243,3021,0.0025942416209358077,0.0223,-0.356,TRUE,Down,-0.178,0.178,13.805522212031343,13.68843609880376,13.672104854812936,13.495817560289847,13.261551382715423,13.340629025951822
H3F3A,P84243,3020,0.0025942416209358077,0.0223,-0.356,TRUE,Down,-0.178,0.178,13.805522212031343,13.68843609880376,13.672104854812936,13.495817560289847,13.261551382715423,13.340629025951822
RIPK1,Q13546,8737,0.002610626672136047,0.0226,0.317,TRUE,Up,0.158,-0.158,9.762049773614292,9.539352708701346,9.700092874758994,10.006746832440585,9.957682486165123,9.987690361395709
PPP1R16B,Q96T49,26051,0.0026325110152886446,0.0229,-0.207,TRUE,Down,-0.103,0.103,7.441284271927038,7.41193462479118,7.372429792334089,7.202613620148487,7.190812367916136,7.211401637418471
TMEM57,Q8N5G2,55219,0.0026588323516359732,0.0233,-0.511,TRUE,Down,-0.256,0.256,8.052568050804153,7.794415866350106,7.888743248898259,7.5804470195986635,7.221103725367875,7.400025517914023
BASP1,P80723,10409,0.002708878215394738,0.024,1.01,TRUE,Up,0.507,-0.507,8.598796924863818,8.469641817239516,7.767522386228545,9.337621901992508,9.137247340664668,9.40343816300828
STX8,Q9UNK0,9482,0.0027350956670951694,0.0244,-0.336,TRUE,Down,-0.168,0.168,9.552476981522126,9.780375722325285,9.602513297451836,9.339181933856299,9.33851355532181,9.250298417906333
IRF2BPL,Q9H1B7,64207,0.0027429045371227083,0.0245,-0.28,TRUE,Down,-0.14,0.14,8.307428525192247,8.16591193893569,8.172927489603836,7.998308350354287,7.898450232807866,7.9092930858238235
MAGT1,A0A087WU53,NA,0.0027543103765904358,0.0247,-0.685,TRUE,Down,-0.342,0.342,10.446773158140783,10.433272458170443,10.447703162496877,9.985130373466898,9.883712447969204,9.404290064444837
A8K4T9,A8K4T9,NA,0.002771723377050305,0.0249,-0.213,TRUE,Down,-0.107,0.107,12.467070553372698,12.454684851960145,12.434289404696571,12.203225631798478,12.227465529501677,12.285777871784795
ZNF579,Q8NAF0,163033,0.0027791174052566405,0.025,-0.351,TRUE,Down,-0.175,0.175,7.31922050252387,7.516487980909974,7.394891366442587,6.949534933017012,7.134426320220926,7.094869432718697
CKB,P12277,1152,0.002793659854454437,0.0253,-0.966,TRUE,Down,-0.483,0.483,12.805199736503615,12.553749273544767,12.920073669146017,12.237389240631096,11.437856084078154,11.706280158849161
DHFR,P00374,1719,0.0028067875245210297,0.0254,0.464,TRUE,Up,0.232,-0.232,12.023442497901534,11.956702850387677,11.869439618531578,12.475404126610862,12.559735568610497,12.205762709382107
FBXL20,J3KTA1,84961,0.0028406407244108726,0.0259,-0.263,TRUE,Down,-0.132,0.132,7.195741293246449,7.157852169141737,7.20945336562895,6.969242604434498,6.829088444004886,6.974988111991927
TMEM209,Q96SK2,84928,0.00286130041136216,0.0262,-0.637,TRUE,Down,-0.318,0.318,9.349391818295938,9.18759951253579,9.303095761993044,8.917670434361762,8.364134655008051,8.64745842645492
GRK2,P25098,156,0.002859863601142578,0.0262,-0.252,TRUE,Down,-0.126,0.126,11.32046211316654,11.280596801236662,11.195679785495981,11.060898543167543,11.013252875169991,10.967874677302701
RASA4,B7ZL55,NA,0.002897070471555975,0.0268,-0.559,TRUE,Down,-0.279,0.279,10.25077213159993,10.25950789456702,9.868822554774999,9.458201524737945,9.558037984776995,9.686150315980894
SCD,O00767,6319,0.0029582595288420925,0.0277,-0.976,TRUE,Down,-0.488,0.488,11.23128119173596,10.567195561406875,10.427208069448772,9.897694222183802,9.589651146514786,9.811053523641988
PCK2,Q16822,5106,0.0029801455265497947,0.028,-0.255,TRUE,Down,-0.128,0.128,11.52076598702894,11.49605483230829,11.602884408718419,11.225448468610738,11.280306806453702,11.347953493430337
F8W031,F8W031,NA,0.0030072439994800883,0.0285,-0.239,TRUE,Down,-0.119,0.119,11.438116080662125,11.487739564096287,11.502434038682122,11.165032591502289,11.27781044210543,11.268951300373237
FDXR,P22570,NA,0.0030125080694765813,0.0285,-0.26,TRUE,Down,-0.13,0.13,9.4231159101471,9.517078805452075,9.40173284952262,9.147204924942228,9.15835722604901,9.257623557919201
GCAT,O75600,23464,0.00301063933340193,0.0285,-0.302,TRUE,Down,-0.151,0.151,7.5109619192773796,7.539158811108031,7.483815777264256,7.167919865551935,7.334496768390418,7.126188210522101
TDRD3,Q9H7E2,81550,0.003064411894789495,0.0293,-0.221,TRUE,Down,-0.11,0.11,10.863953932559316,10.938550449916573,10.847762073797714,10.632177317031102,10.66498052981033,10.691307330191115
DTX1,Q86Y01,1840,0.003076906125917707,0.0295,-0.453,TRUE,Down,-0.227,0.227,10.539255763162158,10.405354234324825,10.483614269471362,10.194018084222154,10.051752738524252,9.822411496360477
PPFIA1,Q13136,8500,0.003091912180197137,0.0297,-0.216,TRUE,Down,-0.108,0.108,9.905236559735041,9.934870291192027,9.847213982000603,9.68018368159249,9.708049251702217,9.649974651158104
SNIP1,Q8TAD8,79753,0.003114766600152165,0.0301,-0.22,TRUE,Down,-0.11,0.11,7.864186144654281,7.853621455748828,7.791814071161826,7.63734941083314,7.568336182133747,7.643134661857265
RGS19,P49795,10287,0.0031211584671982477,0.0302,-0.219,TRUE,Down,-0.109,0.109,6.234577959784565,6.187846909439575,6.236492618381302,5.954196310386875,6.050936965225225,5.997744026059632
SETD3,Q86TU7,84193,0.0031331592843465684,0.0303,-0.199,TRUE,Down,-0.0994,0.0994,10.919459269111574,10.911017407796985,10.938991438775542,10.7476894960782,10.736486494786025,10.688687423222536
SOAT1,P35610,6646,0.003181937885272398,0.0311,-0.396,TRUE,Down,-0.198,0.198,8.050392859979898,7.841721581128462,7.791814071161826,7.526694845541976,7.388017285345135,7.581953750848818
SMPD4,Q9NXE4,55627,0.0032255749117576287,0.0318,-0.26,TRUE,Down,-0.13,0.13,7.445428759238323,7.305605789585429,7.282625134191674,7.098032082960526,7.08533966935737,7.0693154945400805
UHRF2,Q96PU4,115426,0.003229553796409674,0.0319,-0.259,TRUE,Down,-0.13,0.13,10.683959567783196,10.811454974806582,10.835102979490992,10.496753933445936,10.498051366035302,10.558133676419049
ZWILCH,Q9H900,55055,0.0032562903627193964,0.0323,0.236,TRUE,Up,0.118,-0.118,10.157094252107816,10.118032615419507,10.037409678635857,10.383272283175753,10.328562738281592,10.309476353841106
ATP13A1,Q9HD20,57130,0.0032789248720017836,0.0327,-0.302,TRUE,Down,-0.151,0.151,10.624521326897025,10.479275030250205,10.501936677681266,10.320349283616498,10.146695948030656,10.232900546542492
COMMD6,B0QZ40,170622,0.0033795028593454146,0.0343,-0.234,TRUE,Down,-0.117,0.117,10.074007625835959,10.193155707245346,10.088788238716907,9.919608238603253,9.865887892259215,9.868205226977437
TRMT10A,Q8TBZ6,93587,0.0033830470431653573,0.0343,0.239,TRUE,Up,0.12,-0.12,7.940754047474802,7.893604904858294,7.793115555274348,8.108524456778168,8.119978609654877,8.116343961237469
PIGT,Q969N2,51604,0.0034244494898929205,0.035,-0.231,TRUE,Down,-0.116,0.116,8.247927513443585,8.287250643254616,8.312429206250613,8.010667962901852,8.020146573111777,8.122569192216446
MAPRE2,Q15555,10982,0.0034394011976993403,0.0352,0.223,TRUE,Up,0.111,-0.111,11.725621881150166,11.617421548107703,11.629902992000886,11.89534806841992,11.890834249389446,11.855296765805116
RALY,Q53GL6,NA,0.0034415645017006878,0.0352,-0.202,TRUE,Down,-0.101,0.101,12.429720564168495,12.40989473062314,12.385646735039611,12.178353623512892,12.193525360501216,12.24786819088181
FAM8A1,Q9UBU6,51439,0.00344513620159493,0.0353,-0.404,TRUE,Down,-0.202,0.202,6.362820525534263,6.416164164733128,6.234577959784565,5.889960199658641,6.102238193930738,5.809928865721431
DPYSL5,Q9BPU6,56896,0.003474210149732838,0.0358,-0.367,TRUE,Down,-0.184,0.184,10.035623909730722,9.951576139074799,9.825594849463382,9.702172685365548,9.52884476742596,9.480386311104128
PDLIM5,A0A024RDE8,NA,0.00350412510670649,0.0362,0.307,TRUE,Up,0.154,-0.154,9.969386521342283,10.145932145820515,10.189083257994877,10.369706389401882,10.446876521568438,10.410133308726305
RAB21,Q9UL25,23011,0.003526356804977819,0.0366,-0.267,TRUE,Down,-0.133,0.133,10.921469060531411,10.883101460118509,10.80928581019891,10.69444495128357,10.567005370247033,10.551804374011443
HIST1H3A,P68431,8357,0.0035471916594233023,0.0369,-0.391,TRUE,Down,-0.196,0.196,13.887934549983502,13.803202814766683,13.76881495239127,13.606220121281675,13.293759009667864,13.38677861994846
HIST1H3A,P68431,8350,0.0035471916594233023,0.0369,-0.391,TRUE,Down,-0.196,0.196,13.887934549983502,13.803202814766683,13.76881495239127,13.606220121281675,13.293759009667864,13.38677861994846
HIST1H3A,P68431,8358,0.0035471916594233023,0.0369,-0.391,TRUE,Down,-0.196,0.196,13.887934549983502,13.803202814766683,13.76881495239127,13.606220121281675,13.293759009667864,13.38677861994846
HIST1H3A,P68431,8352,0.0035471916594233023,0.0369,-0.391,TRUE,Down,-0.196,0.196,13.887934549983502,13.803202814766683,13.76881495239127,13.606220121281675,13.293759009667864,13.38677861994846
HIST1H3A,P68431,8354,0.0035471916594233023,0.0369,-0.391,TRUE,Down,-0.196,0.196,13.887934549983502,13.803202814766683,13.76881495239127,13.606220121281675,13.293759009667864,13.38677861994846
HIST1H3A,P68431,8356,0.0035471916594233023,0.0369,-0.391,TRUE,Down,-0.196,0.196,13.887934549983502,13.803202814766683,13.76881495239127,13.606220121281675,13.293759009667864,13.38677861994846
HIST1H3A,P68431,8351,0.0035471916594233023,0.0369,-0.391,TRUE,Down,-0.196,0.196,13.887934549983502,13.803202814766683,13.76881495239127,13.606220121281675,13.293759009667864,13.38677861994846
HIST1H3A,P68431,8968,0.0035471916594233023,0.0369,-0.391,TRUE,Down,-0.196,0.196,13.887934549983502,13.803202814766683,13.76881495239127,13.606220121281675,13.293759009667864,13.38677861994846
HIST1H3A,P68431,8355,0.0035471916594233023,0.0369,-0.391,TRUE,Down,-0.196,0.196,13.887934549983502,13.803202814766683,13.76881495239127,13.606220121281675,13.293759009667864,13.38677861994846
HIST1H3A,P68431,8353,0.0035471916594233023,0.0369,-0.391,TRUE,Down,-0.196,0.196,13.887934549983502,13.803202814766683,13.76881495239127,13.606220121281675,13.293759009667864,13.38677861994846
ATP13A3,Q9H7F0,79572,0.003549078278065506,0.0369,-0.303,TRUE,Down,-0.151,0.151,8.400879436282183,8.256444596473443,8.372865060112588,8.031770114160672,8.137503523749935,7.95303237725324
URCC5,B1Q2B0,NA,0.0035563397769840174,0.037,-0.24,TRUE,Down,-0.12,0.12,8.600656307826302,8.658568541296097,8.565673329621346,8.422485315670292,8.300123724569014,8.382407876294957
LIMD2,Q9BT23,80774,0.003669327251501822,0.039,0.274,TRUE,Up,0.137,-0.137,10.283204134496788,10.412781525338476,10.4071615235848,10.70606426733497,10.563196272216738,10.655709595518514
RAC1,P63000,5879,0.0036653015821421775,0.039,-0.215,TRUE,Down,-0.108,0.108,12.302867360972874,12.197554593175468,12.232780656648302,12.053891951333409,12.00601043253984,12.027975089505453
RETSAT,Q6NUM9,54884,0.0036731587776547836,0.0391,-0.218,TRUE,Down,-0.109,0.109,8.842664621825003,8.731997786643742,8.79766152585376,8.58608916617544,8.541871008841488,8.589463892956097
ZCRB1,Q8TBF4,85437,0.003713883033171841,0.0398,-0.233,TRUE,Down,-0.117,0.117,8.300581359795972,8.351380980674334,8.275193333902207,8.002252451731378,8.113742166049189,8.111135670234708
P4HTM,Q9NXG6,54681,0.0037247616548666987,0.04,-0.383,TRUE,Down,-0.192,0.192,6.749534267669262,6.614709844115208,6.899659026377443,6.270528942380718,6.4495613746132365,6.394033895367782
RACGAP1,F8W1E5,29127,0.003773438404972502,0.0408,-0.227,TRUE,Down,-0.113,0.113,9.558612039446372,9.548629279439053,9.485024233323374,9.314243346748558,9.355351096424812,9.24174486494015
FLOT1,O75955,10211,0.0038136971760067214,0.0416,-0.388,TRUE,Down,-0.194,0.194,9.849405100947758,9.907040868515367,9.728770849542663,9.368506461507693,9.342963574398725,9.609917445296311
ATP6AP1,Q15904,537,0.0038392840452959117,0.042,-0.346,TRUE,Down,-0.173,0.173,7.60733031374961,7.5576551547254205,7.406842754655301,7.295539370406834,7.087462841250339,7.150762744355418
CRELD2,Q6UXH1,79174,0.0038964001670162285,0.043,-0.302,TRUE,Down,-0.151,0.151,8.101713100188494,8.325979979394445,8.261624835579122,7.976707311846879,7.897240425574799,7.909893083770042
PATZ1,Q9HBE1,23598,0.004013042263295842,0.045,-0.39,TRUE,Down,-0.195,0.195,6.161887682376894,6.068240861312821,5.944858445807539,5.694880192799191,5.791814071161826,5.517275693209582
FH,P07954,2271,0.004034763844478878,0.0454,-0.216,TRUE,Down,-0.108,0.108,13.355433691104809,13.36603528613309,13.339126247470462,13.066812375387592,13.184797876532938,13.159634861699447
CAPN15,O75808,6650,0.0040391044484572374,0.0455,-0.252,TRUE,Down,-0.126,0.126,7.701133154847972,7.655351828612554,7.821455119102458,7.510170751151772,7.456970381121014,7.455327220304561
CAPN15,O75808,6650,0.0040391044484572374,0.0455,-0.252,TRUE,Down,-0.126,0.126,7.701133154847972,7.655351828612554,7.821455119102458,7.510170751151772,7.456970381121014,7.455327220304561
RNF219,Q5W0B1,79596,0.004045955870177521,0.0456,0.245,TRUE,Up,0.123,-0.123,8.416586437541905,8.31650781910311,8.352705566879903,8.687550651000702,8.556506054671928,8.577806447470149
AP3D1,O14617,8943,0.004061980875634072,0.0459,-0.271,TRUE,Down,-0.135,0.135,11.086268941557543,10.969674312095458,10.898299062373306,10.74188827273525,10.663024332845005,10.736740155453209
ADPGK,Q9BRR6,83440,0.004082046978341472,0.0462,-0.192,TRUE,Down,-0.0959,0.0959,10.245552706255681,10.229299508710927,10.22062016744785,9.99929538702341,10.0508009581508,10.069852511125804
ARFGAP3,Q9NP61,26286,0.004095173142064891,0.0464,-0.278,TRUE,Down,-0.139,0.139,10.461172458234909,10.57582284183742,10.518554809101152,10.135067945777816,10.310726375222115,10.276938600102653
ATG3,Q9NT62,64422,0.004135554646225878,0.0471,-0.424,TRUE,Down,-0.212,0.212,10.275076907719606,10.014159989201064,10.045350134472361,9.832098846039134,9.668353180472959,9.560905976658258
