"Name","ID","P_value","FDR","Significant","log2FC","U2932_WT_centered","U2932_MUT_centered"
"AP3M2","P53677",0.82456973006718,0.934,FALSE,0.0392,0.0196,-0.0196
"AP4E1","Q9UPM8",0.544630727902204,0.914,FALSE,-0.0471,-0.0236,0.0236
"AP4S1","Q9Y587",0.150336933977147,0.798,FALSE,0.188,0.0938,-0.0938
"AP5B1","Q2VPB7",0.6192575738163,0.921,FALSE,-0.0481,-0.0241,0.0241
"AP5S1","Q9NUS5",0.270181070563609,0.863,FALSE,-0.0786,-0.0393,0.0393
"APAF1","O14727",0.944203911657685,0.94,FALSE,-0.00443,-0.00222,0.00222
"APBB1IP","Q7Z5R6",0.546467840932288,0.914,FALSE,0.0637,0.0319,-0.0319
"APC","Q4LE70",0.604064986749103,0.919,FALSE,0.0682,0.0341,-0.0341
"APEH","C9JIF9",0.618500885366054,0.92,FALSE,0.0351,0.0175,-0.0175
"APEX1","P27695",0.2146017624481,0.841,FALSE,-0.0694,-0.0347,0.0347
"API5","Q9BZZ5-2",0.241404794705875,0.853,FALSE,0.0654,0.0327,-0.0327
"APIP","Q96GX9",0.818724195842279,0.934,FALSE,0.0253,0.0126,-0.0126
"APMAP","Q9HDC9",0.0332446514882889,0.464,FALSE,-0.19,-0.0949,0.0949
"APOA1BP","B4DP80",0.0364072665886154,0.491,FALSE,-0.221,-0.111,0.111
"APOE","P02649",0.175258502296676,0.818,FALSE,0.203,0.102,-0.102
"APOO","Q9BUR5",0.0194910039266754,0.304,FALSE,-0.215,-0.108,0.108
"APOOL","A0A087WYF7",0.144759117107095,0.793,FALSE,-0.119,-0.0596,0.0596
"APPL1","Q9UKG1",0.110123377583831,0.75,FALSE,-0.0997,-0.0498,0.0498
"APRT","P07741",0.944713051058788,0.94,FALSE,0.00861,0.00431,-0.00431
"APTX","Q7Z2E3",0.195492766950274,0.831,FALSE,0.123,0.0614,-0.0614
"AQR","O60306",0.154727439301495,0.802,FALSE,0.0744,0.0372,-0.0372
"ARAF","A0A0S2Z3F2",0.855289894968062,0.936,FALSE,0.0139,0.00697,-0.00697
"ARAP1","Q96P48",0.990015413191168,0.942,FALSE,0.000732,0.000366,-0.000366
"ARCN1","P48444",0.328313605890347,0.88,FALSE,-0.0466,-0.0233,0.0233
"ARF3","P61204",0.592432643414522,0.918,FALSE,-0.0309,-0.0155,0.0155
"ARF4","P18085",0.329629318178531,0.88,FALSE,-0.0656,-0.0328,0.0328
"ARF6","P62330",0.584412318038522,0.918,FALSE,-0.0889,-0.0444,0.0444
"ARFGAP1","Q8N6T3",0.555001759015453,0.915,FALSE,0.0313,0.0156,-0.0156
"ARFGAP2","Q8N6H7",0.0768550612675275,0.682,FALSE,0.153,0.0767,-0.0767
"ARFGAP3","Q9NP61",0.00409517314206489,0.0464,FALSE,-0.278,-0.139,0.139
"ARFGEF1","Q9Y6D6",0.652968531537529,0.923,FALSE,-0.0442,-0.0221,0.0221
"ARFGEF2","Q9Y6D5",0.0200786643844612,0.312,FALSE,-0.157,-0.0784,0.0784
"ARFIP1","P53367",0.876865178431479,0.937,FALSE,-0.00809,-0.00405,0.00405
"ARFIP2","A0A087X1E4",0.559857308633956,0.915,FALSE,-0.163,-0.0815,0.0815
"ARFRP1","B7ZKY8",0.501112053062859,0.909,FALSE,0.032,0.016,-0.016
"ARGLU1","Q9NWB6",0.155592781677777,0.803,FALSE,-0.0761,-0.0381,0.0381
"ARHGAP1","Q07960",0.0339565688330086,0.47,FALSE,0.173,0.0865,-0.0865
"ARHGAP11A","Q6P4F7",0.573313417716041,0.916,FALSE,0.075,0.0375,-0.0375
"ARHGAP15","Q53QZ3",0.493681508850262,0.908,FALSE,-0.0885,-0.0442,0.0442
"ARHGAP17","Q68EM7",0.234456302899256,0.85,FALSE,0.149,0.0743,-0.0743
"ARHGAP17.1","I3L3P1",0.864102945040595,0.936,FALSE,0.0117,0.00583,-0.00583
"ARHGAP24","Q8N264",0.0195278551375258,0.304,FALSE,0.362,0.181,-0.181
"ARHGAP25","P42331-4",0.249448153005616,0.856,FALSE,0.0939,0.0469,-0.0469
"ARHGAP26","Q9UNA1",0.343719351040467,0.883,FALSE,-0.0633,-0.0316,0.0316
"ARHGAP27","A0A0G2JNY3",0.0725290171509261,0.669,FALSE,-0.113,-0.0563,0.0563
"ARHGAP30","Q7Z6I6",0.393440255435881,0.893,FALSE,0.0573,0.0287,-0.0287
"ARHGAP35","Q9NRY4",0.00688148026271843,0.0956,FALSE,-0.188,-0.0938,0.0938
"ARHGAP4","P98171-2",0.0989200486678952,0.732,FALSE,-0.0994,-0.0497,0.0497
"ARHGAP45","K7EM85",0.084277840533908,0.701,FALSE,-0.133,-0.0665,0.0665
"ARHGDIA","P52565",0.802538233150237,0.933,FALSE,0.0144,0.00718,-0.00718
"ARHGDIB","P52566",0.675359916540703,0.925,FALSE,0.0476,0.0238,-0.0238
"ARHGEF1","M0QZR4",0.36560632540643,0.888,FALSE,-0.0624,-0.0312,0.0312
"ARHGEF18","Q6ZSZ5",0.716981172667039,0.928,FALSE,-0.0251,-0.0125,0.0125
"ARHGEF2","V9GYM8",0.225419538481354,0.846,FALSE,0.0729,0.0365,-0.0365
"ARHGEF6","Q15052",0.511185957793344,0.91,FALSE,0.0416,0.0208,-0.0208
"ARHGEF7","Q14155-5",0.929438559962381,0.939,FALSE,-0.00493,-0.00247,0.00247
"ARID1A","A0A0S2Q0B1",0.0659147747899559,0.648,FALSE,-0.0935,-0.0468,0.0468
"ARID1B","Q8NFD5-3",0.432644977534099,0.9,FALSE,0.0559,0.0279,-0.0279
"ARID2","Q68CP9",0.0391789917977262,0.512,FALSE,0.17,0.0851,-0.0851
"ARID3A","Q99856",0.0663144959953238,0.649,FALSE,-0.208,-0.104,0.104
"ARID4A","P29374",0.264161407722816,0.861,FALSE,0.118,0.0589,-0.0589
"ARID4B","Q4LE39",0.615729501610113,0.92,FALSE,-0.0262,-0.0131,0.0131
"ARIH1","Q9Y4X5",0.390813180906508,0.893,FALSE,0.0435,0.0218,-0.0218
