"Name","ID","P_value","FDR","Significant","log2FC","U2932_WT_centered","U2932_MUT_centered"
"UBE2Q1","Q7Z7E8",0.0553050984201919,0.605,FALSE,-0.173,-0.0867,0.0867
"UBE2R2","Q712K3",0.740781570939241,0.929,FALSE,0.0235,0.0118,-0.0118
"UBE2S","Q16763",0.427727974406565,0.899,FALSE,-0.0645,-0.0322,0.0322
"UBE2T","Q9NPD8",0.930647497105219,0.939,FALSE,0.00599,0.003,-0.003
"UBE2V2","Q15819",0.0757641484077134,0.679,FALSE,0.213,0.106,-0.106
"UBE2Z","Q9H832",0.216194564318642,0.842,FALSE,0.0817,0.0408,-0.0408
"UBE3A","Q05086",0.73612733405993,0.929,FALSE,-0.0178,-0.00889,0.00889
"UBE3C","Q15386",0.441507117297948,0.901,FALSE,-0.0617,-0.0308,0.0308
"UBE4A","Q14139-2",0.408242478071183,0.896,FALSE,0.0387,0.0193,-0.0193
"UBE4B","O95155-4",0.0451658186906898,0.552,FALSE,0.167,0.0834,-0.0834
"UBFD1","O14562",0.0316609437590811,0.449,FALSE,0.139,0.0694,-0.0694
"UBL4A","P11441",0.846415583836691,0.935,FALSE,-0.0154,-0.00771,0.00771
"UBL7","D3DW56",0.156302657771369,0.803,FALSE,0.0826,0.0413,-0.0413
"UBLCP1","Q8WVY7",0.120801315790974,0.766,FALSE,0.162,0.0811,-0.0811
"UBP1","Q9NZI7",0.101519323454733,0.736,FALSE,-0.116,-0.0581,0.0581
"UBQLN2","Q9UHD9",0.897133055963742,0.938,FALSE,0.008,0.004,-0.004
"UBR1","Q8IWV7",0.904231090420963,0.938,FALSE,0.0129,0.00647,-0.00647
"UBR2","Q8IWV8",0.342023759610154,0.883,FALSE,-0.0555,-0.0278,0.0278
"UBR3","Q6ZT12-4",0.168129818468575,0.813,FALSE,-0.129,-0.0647,0.0647
"UBR4","Q5T4S7-2",0.702179891255313,0.927,FALSE,-0.0166,-0.00828,0.00828
"UBR5","O95071",0.449818064260768,0.902,FALSE,0.0456,0.0228,-0.0228
"UBR7","Q8N806",0.520553073102285,0.911,FALSE,-0.0377,-0.0189,0.0189
"UBTF","E9PKP7",0.811858170000917,0.934,FALSE,0.0129,0.00644,-0.00644
"UBXN1","Q04323-2",0.220465721087669,0.844,FALSE,-0.121,-0.0603,0.0603
"UBXN6","Q9BZV1",0.658638565550718,0.924,FALSE,0.148,0.0738,-0.0738
"UBXN7","O94888",0.205924273536114,0.836,FALSE,0.0778,0.0389,-0.0389
"UCHL1","P09936",0.0212245393045871,0.329,FALSE,0.152,0.0761,-0.0761
"UCHL3","P15374",0.64589293581891,0.923,FALSE,-0.0622,-0.0311,0.0311
"UCHL5","Q9Y5K5-3",0.454699638904225,0.903,FALSE,0.0372,0.0186,-0.0186
"UCK1","Q9HA47-4",0.247983713522844,0.855,FALSE,-0.0584,-0.0292,0.0292
"UCK2","Q9BZX2",0.326531437375754,0.879,FALSE,-0.0879,-0.044,0.044
"UFC1","Q9Y3C8",0.750487101958022,0.93,FALSE,-0.132,-0.066,0.066
"UFD1L","Q92890-1",0.116618423295894,0.76,FALSE,-0.221,-0.111,0.111
"UFL1","O94874",0.323449902676328,0.879,FALSE,-0.0634,-0.0317,0.0317
"UFM1","P61960",0.164512916079098,0.81,FALSE,0.102,0.0511,-0.0511
"UFSP2","Q9NUQ7",0.10101550149953,0.735,FALSE,-0.259,-0.129,0.129
"UGDH","O60701",0.122291492722309,0.768,FALSE,0.128,0.0641,-0.0641
"UGGT1","Q9NYU2",0.174308425749639,0.817,FALSE,-0.0934,-0.0467,0.0467
"UHRF1","A0A087WTW0",0.235321365753216,0.85,FALSE,-0.0724,-0.0362,0.0362
"UHRF1BP1","Q6BDS2",0.444255830323676,0.901,FALSE,-0.0843,-0.0421,0.0421
"UHRF1BP1L","A0JNW5",0.405517550174492,0.895,FALSE,0.0504,0.0252,-0.0252
"UHRF2","Q96PU4",0.00322955379640967,0.0319,FALSE,-0.259,-0.13,0.13
"UIMC1","Q96RL1",0.0784418588587839,0.686,FALSE,0.104,0.0518,-0.0518
"ULK3","Q6PHR2-4",0.0407920545547709,0.524,FALSE,-0.191,-0.0953,0.0953
"UMPS","P11172",0.675516935401458,0.925,FALSE,0.059,0.0295,-0.0295
"UNC119","Q13432",0.881582756365483,0.937,FALSE,0.0113,0.00567,-0.00567
"UNC119B","A6NIH7",0.898349861733031,0.938,FALSE,0.0112,0.00561,-0.00561
"UNC13D","Q70J99-3",0.600198459029877,0.919,FALSE,0.0467,0.0234,-0.0234
"UNC45A","Q9H3U1",0.0279851326404295,0.412,FALSE,0.239,0.119,-0.119
"UNG","P13051",0.0756270795241337,0.678,FALSE,-0.142,-0.0709,0.0709
"UNK","Q9C0B0",0.175088578250999,0.818,FALSE,0.0797,0.0399,-0.0399
"UPF1","Q92900",0.244515406098453,0.854,FALSE,0.0802,0.0401,-0.0401
"UPF2","Q9HAU5",0.177134357783027,0.819,FALSE,0.091,0.0455,-0.0455
"UPF3A","Q9H1J1",0.853264622682027,0.936,FALSE,-0.0226,-0.0113,0.0113
"UPF3B","Q9BZI7",0.325068541925217,0.879,FALSE,-0.0636,-0.0318,0.0318
"UQCC1","Q9NVA1",0.212802563270417,0.84,FALSE,0.115,0.0576,-0.0576
"UQCC2","Q9BRT2",0.238940898098777,0.852,FALSE,0.0983,0.0492,-0.0492
"UQCRB","P14927",0.726554782001143,0.928,FALSE,0.0402,0.0201,-0.0201
"UQCRC1","P31930",0.366726615764574,0.888,FALSE,0.05,0.025,-0.025
"UQCRC2","P22695",0.495704615068894,0.908,FALSE,-0.0543,-0.0271,0.0271
"UQCRFS1","P47985",0.213586022228995,0.84,FALSE,0.0919,0.0459,-0.0459
"UQCRH","P07919",0.98506381859381,0.942,FALSE,-0.00176,-0.000879,0.000879
"UQCRQ","O14949",0.934702336799871,0.94,FALSE,0.00504,0.00252,-0.00252
"URB1","O60287",0.999463548808239,0.942,FALSE,-8.33e-05,-4.17e-05,4.17e-05
"URCC5","B1Q2B0",0.00355633977698402,0.037,FALSE,-0.24,-0.12,0.12
"URGCP","Q8TCY9",0.894638646186124,0.938,FALSE,0.00814,0.00407,-0.00407
"URI1","O94763",0.92062874208866,0.939,FALSE,-0.0139,-0.00695,0.00695
"URLC2","A0A0A8K8C0",0.673089922721369,0.925,FALSE,0.0275,0.0137,-0.0137
"UROD","P06132",0.118390113425917,0.762,FALSE,-0.0924,-0.0462,0.0462
"USF1","P22415",0.765424216694544,0.931,FALSE,-0.0185,-0.00924,0.00924
"USF2","Q15853",0.283191986892327,0.868,FALSE,-0.0743,-0.0372,0.0372
"USMG5","Q96IX5",0.866871492824303,0.936,FALSE,-0.033,-0.0165,0.0165
"USO1","O60763-2",0.954558999010461,0.941,FALSE,-0.00574,-0.00287,0.00287
"USP10","Q14694-2",0.416600025736292,0.897,FALSE,0.0589,0.0295,-0.0295
"USP11","P51784",0.802192633097328,0.933,FALSE,-0.0114,-0.0057,0.0057
"USP13","Q92995",0.50547768274211,0.909,FALSE,0.0324,0.0162,-0.0162
"USP14","P54578",0.178016441387443,0.82,FALSE,0.12,0.0598,-0.0598
"USP15","Q9Y4E8",0.840023271746806,0.935,FALSE,0.0169,0.00843,-0.00843
"USP16","Q9Y5T5",0.968758182315609,0.941,FALSE,0.00611,0.00305,-0.00305
"USP18","Q9UMW8",0.15929037099204,0.806,FALSE,-0.183,-0.0913,0.0913
"USP19","A5PL36",0.820315788765573,0.934,FALSE,0.0123,0.00613,-0.00613
"USP22","Q9UPT9",0.739907208598219,0.929,FALSE,-0.0342,-0.0171,0.0171
"USP24","Q9UPU5",0.430776539139675,0.899,FALSE,-0.0438,-0.0219,0.0219
"USP25","Q9UHP3-3",0.0821742994251791,0.696,FALSE,-0.194,-0.0968,0.0968
"USP28","Q96RU2",0.978892970098093,0.942,FALSE,-0.00119,-0.000594,0.000594
"USP3","Q9Y6I4",0.931487558459225,0.94,FALSE,-0.00499,-0.0025,0.0025
"USP32","Q8NFA0",0.0170164291218398,0.265,FALSE,-0.243,-0.121,0.121
"USP34","Q70CQ2",0.315438348904128,0.877,FALSE,0.0738,0.0369,-0.0369
"USP36","Q9P275-2",0.401108186619695,0.895,FALSE,0.0448,0.0224,-0.0224
"USP37","A0A024R416",0.375133270581218,0.89,FALSE,0.08,0.04,-0.04
"USP39","Q53GS9",0.294292952718416,0.871,FALSE,-0.0484,-0.0242,0.0242
"USP4","Q13107",0.0662987581520806,0.649,FALSE,0.134,0.0668,-0.0668
"USP42","A4D2N6",0.00669626153235842,0.0922,FALSE,-0.185,-0.0926,0.0926
"USP47","Q96K76",0.130649872881874,0.778,FALSE,0.09,0.045,-0.045
"USP48","B7ZKS3",0.352518748674701,0.885,FALSE,-0.0538,-0.0269,0.0269
"USP5","P45974",0.22151959457024,0.844,FALSE,0.0666,0.0333,-0.0333
"USP7","Q93009",0.785329326684873,0.932,FALSE,-0.0135,-0.00677,0.00677
"USP9X","Q93008",0.707159447366197,0.927,FALSE,0.0221,0.011,-0.011
"UTP11","Q9Y3A2",0.813241490328409,0.934,FALSE,0.028,0.014,-0.014
"UTP14A","Q9BVJ6",0.999342600016301,0.942,FALSE,3.91e-05,1.96e-05,-1.96e-05
"UTP15","H0Y8P4",0.532161330876243,0.912,FALSE,-0.0335,-0.0167,0.0167
"UTP18","Q9Y5J1",0.475541326629614,0.906,FALSE,0.0486,0.0243,-0.0243
"UTP20","O75691",0.839892519706001,0.935,FALSE,0.011,0.00551,-0.00551
"UTP23","Q9BRU9",0.877344349786502,0.937,FALSE,-0.0159,-0.00795,0.00795
"UTP3","Q9NQZ2",0.0814892114739447,0.694,FALSE,0.135,0.0673,-0.0673
"UTP4","Q969X6",0.252711361157924,0.857,FALSE,0.0726,0.0363,-0.0363
"UTRN","P46939-2",0.721187779553941,0.928,FALSE,-0.0519,-0.0259,0.0259
"UTY","F4MH51",0.337346406346264,0.882,FALSE,0.0544,0.0272,-0.0272
"UXT","A0A0C4DFR8",0.550059647416055,0.914,FALSE,-0.103,-0.0516,0.0516
"V<kappa>1","A0N5G1",0.496394633132869,0.908,FALSE,-0.117,-0.0586,0.0586
"V<kappa>3","A0N5G5",0.0301737805968058,0.435,FALSE,0.183,0.0916,-0.0916
"VAC14","Q08AM6",0.0600782617570994,0.626,FALSE,-0.118,-0.0592,0.0592
"VAMP3","Q15836",0.954488262278208,0.941,FALSE,0.00442,0.00221,-0.00221
"VAMP7","P51809-2",0.419420136963535,0.898,FALSE,-0.0652,-0.0326,0.0326
"VAMP8","Q9BV40",0.78886770535428,0.932,FALSE,0.0241,0.012,-0.012
"VAPB","O95292",0.0104556697317951,0.158,FALSE,-0.343,-0.172,0.172
"VARS","P26640",0.283039277665,0.868,FALSE,-0.074,-0.037,0.037
"VARS2","A0A0G2JL52",0.216809647718392,0.842,FALSE,-0.0969,-0.0484,0.0484
"VASP","P50552",0.0101095489328487,0.153,FALSE,0.242,0.121,-0.121
"VAT1","Q99536",0.613772278680182,0.92,FALSE,0.0926,0.0463,-0.0463
"VAV2","P52735",0.287977351288035,0.869,FALSE,-0.153,-0.0765,0.0765
"VAV3","Q9UKW4-4",0.280169815298491,0.867,FALSE,0.0683,0.0342,-0.0342
"VBP1","D3DWY7",0.936379172567711,0.94,FALSE,-0.00528,-0.00264,0.00264
"VCL","P18206",0.749576878938643,0.93,FALSE,0.0561,0.0281,-0.0281
"VCP","P55072",0.590053582143636,0.918,FALSE,-0.0283,-0.0141,0.0141
"VCPIP1","Q96JH7",0.358976542955101,0.887,FALSE,0.0622,0.0311,-0.0311
"VCPKMT","Q9H867",0.142518583758782,0.79,FALSE,-0.12,-0.0598,0.0598
"VDAC1","P21796",0.47320192521185,0.905,FALSE,0.0935,0.0467,-0.0467
"VDAC2","A0A024QZN9",0.981297390633819,0.942,FALSE,0.00659,0.00329,-0.00329
"VDAC3","Q9Y277",0.597726115951643,0.919,FALSE,-0.0664,-0.0332,0.0332
"VDR","P11473-2",0.836873892247598,0.935,FALSE,-0.036,-0.018,0.018
"VEZF1","Q14119",0.238971353831118,0.852,FALSE,-0.113,-0.0566,0.0566
"VGLL4","G5E9M7",0.893898527792364,0.938,FALSE,-0.0151,-0.00753,0.00753
"VH3","Q9Y509",0.132257333312559,0.78,FALSE,-0.135,-0.0674,0.0674
"VIM","P08670",0.234881804489568,0.85,FALSE,-0.0964,-0.0482,0.0482
"VPRBP","Q9Y4B6",0.0651803017746764,0.645,FALSE,0.128,0.0639,-0.0639
"VPREB3","Q9UKI3",0.908711733795172,0.938,FALSE,-0.0121,-0.00604,0.00604
"VPS11","A0A087WXL6",0.400280109993178,0.894,FALSE,-0.0451,-0.0225,0.0225
"VPS13A","Q96RL7",0.531864328928121,0.912,FALSE,-0.127,-0.0635,0.0635
"VPS13B","Q7Z7G8",0.377640239236274,0.89,FALSE,0.0821,0.0411,-0.0411
"VPS13C","Q709C8",0.356848762755439,0.886,FALSE,0.0654,0.0327,-0.0327
"VPS13D","Q5THJ4",0.208812618992819,0.838,FALSE,0.122,0.0609,-0.0609
"VPS16","Q9H269",0.637394725741619,0.922,FALSE,-0.0215,-0.0108,0.0108
"VPS18","Q9P253",0.969637857853527,0.941,FALSE,-0.00334,-0.00167,0.00167
"VPS25","Q9BRG1",0.442198787882667,0.901,FALSE,0.0397,0.0198,-0.0198
"VPS26A","O75436",0.960653660840762,0.941,FALSE,0.00736,0.00368,-0.00368
"VPS26B","Q4G0F5",0.051563990519664,0.587,FALSE,-0.212,-0.106,0.106
"VPS28","Q9UK41-2",0.597845586550412,0.919,FALSE,-0.025,-0.0125,0.0125
"VPS29","F8VXU5",0.75646842566267,0.93,FALSE,0.0441,0.022,-0.022
"VPS33B","Q9H267",0.587475446348111,0.918,FALSE,-0.0275,-0.0137,0.0137
"VPS36","Q86VN1",0.384465132612617,0.892,FALSE,0.0428,0.0214,-0.0214
"VPS37B","Q9H9H4",0.218838020718553,0.843,FALSE,-0.0847,-0.0423,0.0423
"VPS39","Q96JC1",0.127340044160467,0.774,FALSE,-0.0985,-0.0493,0.0493
"VPS45","Q9NRW7",0.210608164335084,0.839,FALSE,0.0655,0.0328,-0.0328
"VPS4A","Q9UN37",0.0706674213655086,0.664,FALSE,0.158,0.0792,-0.0792
"VPS4B","O75351",0.151205310973225,0.799,FALSE,0.0777,0.0388,-0.0388
"VPS50","Q96JG6",0.456884212215755,0.903,FALSE,-0.0571,-0.0286,0.0286
"VPS51","Q9UID3",0.846930111795233,0.935,FALSE,0.0124,0.00621,-0.00621
"VPS52","Q8N1B4",0.084058651263847,0.7,FALSE,0.126,0.0632,-0.0632
"VPS53","Q5VIR6-4",0.415929057948545,0.897,FALSE,0.0488,0.0244,-0.0244
"VPS72","Q15906-2",0.757676085685553,0.93,FALSE,0.0283,0.0142,-0.0142
"VPS8","C9JJN9",0.518858639703832,0.911,FALSE,0.0674,0.0337,-0.0337
"VRK3","Q8IV63",0.65060623190707,0.923,FALSE,0.058,0.029,-0.029
"VTA1","Q9NP79",0.156644888520949,0.803,FALSE,0.218,0.109,-0.109
"VTI1A","Q96AJ9",0.925565893420447,0.939,FALSE,-0.00693,-0.00347,0.00347
"VTN","P04004",0.131802271934783,0.779,FALSE,0.14,0.0698,-0.0698
"VWA8","A3KMH1",0.679985545793207,0.925,FALSE,0.0268,0.0134,-0.0134
"VWA9","B4DJL6",0.510456480074752,0.91,FALSE,0.0482,0.0241,-0.0241
"WAC","Q9BTA9",0.253694166147545,0.858,FALSE,0.0961,0.048,-0.048
"WAPL","Q7Z5K2-3",0.800861113287979,0.933,FALSE,-0.0526,-0.0263,0.0263
"WARS","P23381",0.0976903728953012,0.729,FALSE,-0.147,-0.0734,0.0734
"WARS2","Q9UGM6",0.052216756020245,0.591,FALSE,0.149,0.0747,-0.0747
"WAS","P42768",0.331369334721545,0.881,FALSE,0.0835,0.0418,-0.0418
"WASF1","Q92558",0.569647429487087,0.916,FALSE,-0.0597,-0.0299,0.0299
"WASF2","Q9Y6W5",0.953272185686318,0.94,FALSE,0.00551,0.00276,-0.00276
"WASH","A9QQ22",0.401571532729247,0.895,FALSE,-0.0399,-0.02,0.02
"WASH2P","Q6VEQ5",0.370100544151805,0.889,FALSE,-0.0399,-0.0199,0.0199
"WASHC4","A0A087X256",0.709873086785179,0.927,FALSE,-0.0193,-0.00967,0.00967
"WBP11","Q9Y2W2",0.49071081335948,0.908,FALSE,-0.0329,-0.0164,0.0164
"WBSCR22","O43709",0.368113568853316,0.889,FALSE,0.0463,0.0232,-0.0232
"WDCP","Q9H6R7",0.0165774493266225,0.258,FALSE,0.206,0.103,-0.103
"WDFY1","Q8IWB7",0.51384477393744,0.91,FALSE,-0.0324,-0.0162,0.0162
"WDR1","O75083",0.902794316516792,0.938,FALSE,0.00684,0.00342,-0.00342
"WDR12","Q9GZL7",0.989760321987672,0.942,FALSE,0.00095,0.000475,-0.000475
"WDR13","Q6NXG4",0.536074024860508,0.913,FALSE,0.0346,0.0173,-0.0173
"WDR18","Q9BV38",0.21706459849656,0.842,FALSE,0.073,0.0365,-0.0365
"WDR26","Q9H7D7",0.849953329738252,0.936,FALSE,0.0169,0.00846,-0.00846
"WDR3","Q9UNX4",0.339757200448114,0.883,FALSE,0.0706,0.0353,-0.0353
"WDR33","Q9C0J8",0.726234721552687,0.928,FALSE,-0.0165,-0.00825,0.00825
"WDR36","Q8NI36",0.0205042659271994,0.319,FALSE,0.19,0.095,-0.095
"WDR37","Q9Y2I8-2",0.533649788102317,0.912,FALSE,0.0329,0.0164,-0.0164
"WDR4","P57081",0.698427881659,0.927,FALSE,0.0677,0.0338,-0.0338
"WDR41","A0A0S2Z5D8",0.970515823169059,0.941,FALSE,-0.00241,-0.00121,0.00121
"WDR41.1","A0A024RAK0",0.40557037445825,0.895,FALSE,0.385,0.192,-0.192
"WDR43","Q15061",0.849523991327544,0.936,FALSE,-0.00933,-0.00466,0.00466
"WDR44","Q5JSH3",0.522060005024669,0.911,FALSE,0.0398,0.0199,-0.0199
"WDR45","Q9Y484-2",0.321962081331993,0.878,FALSE,0.0771,0.0386,-0.0386
"WDR46","B0UZZ8",0.119864151102574,0.764,FALSE,-0.123,-0.0616,0.0616
"WDR47","O94967-4",0.955936309878656,0.941,FALSE,-0.00447,-0.00223,0.00223
"WDR48","Q8TAF3",0.170985455332364,0.815,FALSE,0.1,0.0501,-0.0501
"WDR5","P61964",0.370478555892653,0.889,FALSE,0.061,0.0305,-0.0305
"WDR54","Q9H977",0.399614961582368,0.894,FALSE,-0.0578,-0.0289,0.0289
"WDR55","Q9H6Y2",0.891027256646761,0.938,FALSE,0.0157,0.00783,-0.00783
"WDR59","Q6PJI9",0.891942671296359,0.938,FALSE,0.0112,0.00562,-0.00562
"WDR6","A0A087X295",0.932628670900027,0.94,FALSE,-0.00787,-0.00393,0.00393
"WDR61","Q9GZS3",0.166886859441931,0.812,FALSE,0.0777,0.0388,-0.0388
"WDR62","O43379-4",0.240424640078656,0.852,FALSE,0.0835,0.0417,-0.0417
"WDR7","Q9Y4E6",0.15352733801675,0.801,FALSE,-0.26,-0.13,0.13
"WDR70","Q9NW82",0.981886943279497,0.942,FALSE,-0.00173,-0.000863,0.000863
"WDR73","Q5RKY8",0.98957872321755,0.942,FALSE,-0.00108,-0.000542,0.000542
"WDR74","Q6RFH5",0.339876208373555,0.883,FALSE,0.056,0.028,-0.028
"WDR75","Q8IWA0",0.0859844815553794,0.705,FALSE,0.131,0.0654,-0.0654
"WDR76","Q9H967",0.0960358216903403,0.726,FALSE,-0.137,-0.0685,0.0685
"WDR77","Q9BQA1",0.280278703804553,0.867,FALSE,0.0961,0.0481,-0.0481
"WDR81","Q562E7",0.0498358138162152,0.579,FALSE,-0.121,-0.0607,0.0607
"WDR82","Q6UXN9",0.290815331905124,0.87,FALSE,0.0543,0.0271,-0.0271
"WDR83","Q9BRX9",0.271842045101549,0.864,FALSE,0.0843,0.0421,-0.0421
"WDR89","Q96FK6",0.499486704904518,0.909,FALSE,0.0469,0.0235,-0.0235
"WDR91","A4D1P6",0.929098945579484,0.939,FALSE,0.00559,0.00279,-0.00279
"WDTC1","Q8N5D0",0.15721292824043,0.804,FALSE,-0.132,-0.066,0.066
"WEE1","P30291",0.365517167197584,0.888,FALSE,0.0561,0.028,-0.028
"WFS1","O76024",0.21769684792327,0.842,FALSE,-0.178,-0.0888,0.0888
"WHSC1","O96028",0.0474185021841396,0.565,FALSE,-0.174,-0.0869,0.0869
"WHSC1L1","Q9BZ95-3",0.175615424024758,0.818,FALSE,-0.226,-0.113,0.113
"WIPF1","O43516",0.135162547679875,0.783,FALSE,0.0774,0.0387,-0.0387
"WIPI2","Q9Y4P8-6",0.322293526956804,0.878,FALSE,-0.0627,-0.0313,0.0313
"WIZ","M0QXA7",0.760562843794534,0.931,FALSE,-0.0181,-0.00907,0.00907
"WNK1","Q9H4A3-7",0.178953244453683,0.82,FALSE,-0.0664,-0.0332,0.0332
"WRAP53","Q9BUR4",0.67574073430253,0.925,FALSE,0.0232,0.0116,-0.0116
"WRN","Q14191",0.182060069937471,0.822,FALSE,0.159,0.0794,-0.0794
"WRNIP1","Q96S55",0.790496954378469,0.932,FALSE,-0.0634,-0.0317,0.0317
"WTAP","Q15007",0.742363208802809,0.93,FALSE,0.0182,0.00912,-0.00912
"WWP2","O00308",0.377000532480901,0.89,FALSE,0.105,0.0524,-0.0524
"XAB2","Q9HCS7",0.495880097334539,0.908,FALSE,0.0318,0.0159,-0.0159
"XIAP","P98170",0.437274272507935,0.9,FALSE,0.0482,0.0241,-0.0241
"XPA","P23025",0.583268359235717,0.917,FALSE,0.0428,0.0214,-0.0214
"XPC","A0A024R2M8",0.0717106870940475,0.667,FALSE,-0.244,-0.122,0.122
"XPNPEP1","Q9NQW7-3",0.743179008164556,0.93,FALSE,0.0533,0.0267,-0.0267
"XPNPEP3","Q9NQH7",0.536655736600316,0.913,FALSE,0.0345,0.0172,-0.0172
"XPO1","O14980",0.122278662711573,0.768,FALSE,0.101,0.0503,-0.0503
"XPO4","F2Z2X4",0.599769946129348,0.919,FALSE,0.0267,0.0133,-0.0133
"XPO6","Q96QU8",0.045923887876309,0.557,FALSE,0.112,0.0558,-0.0558
"XPO7","E7ESC6",0.469501385380881,0.905,FALSE,0.104,0.0518,-0.0518
"XRCC4","Q13426",0.220634516449198,0.844,FALSE,0.107,0.0533,-0.0533
"XRCC5","P13010",0.478858566438245,0.906,FALSE,0.0366,0.0183,-0.0183
"XRCC6","P12956",0.852910732209687,0.936,FALSE,-0.00814,-0.00407,0.00407
"XRN1","Q8IZH2",0.320051577411149,0.878,FALSE,0.103,0.0513,-0.0513
"XYLT1","Q86Y38",0.192768579503075,0.829,FALSE,0.151,0.0755,-0.0755
"YAF2","Q8IY57-5",0.42959835776874,0.899,FALSE,-0.0621,-0.0311,0.0311
"YARS","P54577",0.281683833390655,0.867,FALSE,-0.107,-0.0536,0.0536
"YARS2","Q9Y2Z4",0.959909964870518,0.941,FALSE,0.00238,0.00119,-0.00119
"YBEY","P58557",0.979355690647731,0.942,FALSE,0.00558,0.00279,-0.00279
"YBX1","P67809",0.81011884110602,0.934,FALSE,0.0188,0.00942,-0.00942
"YBX3","P16989",0.677127685870472,0.925,FALSE,0.0312,0.0156,-0.0156
"YDJC","A8MPS7",0.324555644447892,0.879,FALSE,-0.0576,-0.0288,0.0288
"YEATS2","Q9ULM3",0.422226808090698,0.898,FALSE,0.0399,0.02,-0.02
"YEATS4","O95619",0.802236329714931,0.933,FALSE,0.0447,0.0224,-0.0224
"YIF1B","Q5BJH7",0.130830840134895,0.778,FALSE,-0.106,-0.0531,0.0531
"YIPF3","E7EQR8",0.380839910658785,0.891,FALSE,0.0947,0.0474,-0.0474
"YKT6","B5BU81",0.20451485924862,0.836,FALSE,-0.0603,-0.0301,0.0301
"YLPM1","P49750-4",0.259428225462493,0.86,FALSE,-0.0621,-0.0311,0.0311
"YME1L1","Q96TA2",0.9912489243393,0.942,FALSE,-0.00105,-0.000524,0.000524
"YOD1","Q5VVQ6",0.708017955698025,0.927,FALSE,-0.0259,-0.0129,0.0129
"YPEL5","P62699",0.0664519587953896,0.65,FALSE,-0.136,-0.068,0.068
"YRDC","Q86U90",0.0101542762058177,0.154,FALSE,0.2,0.1,-0.1
"YTHDC1","J3QR07",0.683066064712449,0.926,FALSE,0.0336,0.0168,-0.0168
"YTHDC2","Q9H6S0",0.714049548536155,0.928,FALSE,-0.0193,-0.00967,0.00967
"YTHDF2","Q9Y5A9",0.224494533851857,0.846,FALSE,0.167,0.0834,-0.0834
"YTHDF3","A0A087WY31",0.356251038415692,0.886,FALSE,0.0844,0.0422,-0.0422
"YWHAB","B5BU24",0.0637150523300237,0.64,FALSE,0.124,0.0618,-0.0618
"YWHAE","P62258",0.207025515212425,0.837,FALSE,0.272,0.136,-0.136
"YWHAG","P61981",0.0496954215606906,0.578,FALSE,0.324,0.162,-0.162
"YWHAH","Q04917",0.670415678565996,0.925,FALSE,0.0616,0.0308,-0.0308
"YWHAQ","P27348",0.18647806799891,0.825,FALSE,0.0756,0.0378,-0.0378
"YWHAZ","P63104",0.0219486782772433,0.339,FALSE,0.257,0.128,-0.128
"YY1","P25490",0.0387996654685828,0.509,FALSE,-0.126,-0.0628,0.0628
"ZAK","Q9NYL2",0.65020393715976,0.923,FALSE,0.0469,0.0235,-0.0235
"ZAP70","P43403",0.616904837011429,0.92,FALSE,0.0584,0.0292,-0.0292
"ZBED1","O96006",0.646907884970614,0.923,FALSE,-0.0457,-0.0229,0.0229
"ZBED4","O75132",0.0462044825085466,0.558,FALSE,-0.148,-0.0738,0.0738
"ZBTB1","Q9Y2K1",0.713768558536068,0.928,FALSE,-0.0254,-0.0127,0.0127
"ZBTB11","O95625",0.00774772165419922,0.112,FALSE,-0.329,-0.165,0.165
"ZBTB2","Q8N680",0.846917451934232,0.935,FALSE,0.0162,0.0081,-0.0081
"ZBTB33","Q86T24",0.622917304741046,0.921,FALSE,0.0425,0.0213,-0.0213
"ZBTB40","Q9NUA8",0.487987740555055,0.907,FALSE,-0.0633,-0.0317,0.0317
"ZBTB7A","O95365",0.212457861684926,0.84,FALSE,-1.38,-0.688,0.688
"ZBTB8OS","A8K0B5",0.249149170563678,0.856,FALSE,-0.0826,-0.0413,0.0413
"ZC3H11A","O75152",0.375750448080588,0.89,FALSE,-0.069,-0.0345,0.0345
"ZC3H12A","Q5D1E8",0.484443898798338,0.907,FALSE,-0.0554,-0.0277,0.0277
"ZC3H12D","A2A288",0.00771979499576057,0.111,FALSE,-0.181,-0.0907,0.0907
"ZC3H13","Q5T200",0.201119286242613,0.834,FALSE,0.0633,0.0317,-0.0317
"ZC3H14","Q6PJT7",0.857645601613051,0.936,FALSE,0.0108,0.00542,-0.00542
"ZC3H15","Q8WU90",0.0119990292143282,0.186,FALSE,-0.316,-0.158,0.158
"ZC3H18","E7ERS3",0.829359729203273,0.935,FALSE,-0.0113,-0.00563,0.00563
"ZC3H4","Q9UPT8",0.598935774780933,0.919,FALSE,0.0254,0.0127,-0.0127
"ZC3H7A","Q8IWR0",0.621318502734993,0.921,FALSE,0.0261,0.013,-0.013
"ZC3H7B","Q9UGR2",0.446775889819414,0.902,FALSE,0.0362,0.0181,-0.0181
"ZC3H8","A0A0C4DGZ1",0.895651602966821,0.938,FALSE,0.0105,0.00524,-0.00524
"ZC3HAV1","Q7Z2W4",0.685510525859108,0.926,FALSE,-0.0258,-0.0129,0.0129
"ZC3HC1","Q86WB0",0.715461030857132,0.928,FALSE,0.0172,0.00861,-0.00861
"ZC4H2","Q9NQZ6",0.00530286707146043,0.0674,FALSE,-0.206,-0.103,0.103
