Gene_names.x,Mutu_HL_Ratio,Mutu_Intensity,MutuSignif,Gene_names_rep,Gene_names.y,U2932_HL_Ratio,U2932_Intensity,U2932Signif,ApprovedSymbol,entrezgene_id
NA,NA,NA,NA,LSR,LSR,1.016,324240000,FALSE,LSR,51599
NA,NA,NA,NA,CDIPT,CDIPT,1.0157,24808000,FALSE,CDIPT,10423
NA,NA,NA,NA,CBS,CBS;DKFZP727E011,1.0151,217820000,FALSE,CBS,875
NA,NA,NA,NA,NDUFA9,NDUFA9,1.015,16341000,FALSE,NDUFA9,4704
NA,NA,NA,NA,PSMG1,PSMG1,1.0146,51602000,FALSE,PSMG1,8624
NA,NA,NA,NA,PSMG2,PSMG2,1.0143,53333000,FALSE,PSMG2,56984
NA,NA,NA,NA,MAP1S,MAP1S,1.0136,46362000,FALSE,MAP1S,55201
NA,NA,NA,NA,GSN,GSN,1.0129,26054000000,FALSE,GSN,2934
NA,NA,NA,NA,RAB8A,RAB8A;RAB8B;HCG_1996054;RAB13,1.0114,29543000,FALSE,RAB8A,4218
NA,NA,NA,NA,GRK6,GRK6,1.0109,14364000,FALSE,GRK6,2870
NA,NA,NA,NA,RNASEH2A,RNASEH2A;JUNB,1.0108,13434000,FALSE,RNASEH2A,10535
NA,NA,NA,NA,SBDS,SBDS,1.0103,182600000,FALSE,SBDS,51119
NA,NA,NA,NA,HSPE1,HSPE1;EPFP1,1.006,186830000,FALSE,HSPE1,3336
NA,NA,NA,NA,PSPC1,PSPC1,1.0051,20457000,FALSE,PSPC1,55269
NA,NA,NA,NA,KRAS,KRAS,1.0027,797410000,FALSE,KRAS,3845
NA,NA,NA,NA,NUP155,NUP155,1.0025,28391000,FALSE,NUP155,9631
NA,NA,NA,NA,FAT3,FAT3,1.002,562100000,FALSE,FAT3,120114
NA,NA,NA,NA,NDUFB4,NDUFB4,1.0008,65579000,FALSE,NDUFB4,4710
NA,NA,NA,NA,ADD3,ADD3,1.0006,53999000,FALSE,ADD3,120
NA,NA,NA,NA,MCM4,MCM4,0.99992,147930000,FALSE,MCM4,4173
NA,NA,NA,NA,NDUFS2,NDUFS2,0.999,34709000,FALSE,NDUFS2,4720
NA,NA,NA,NA,FLJ00369,FLJ00369;ARHGEF1,0.99898,40896000,FALSE,NA,NA
NA,NA,NA,NA,WRNIP1,WRNIP1,0.99862,117620000,FALSE,WRNIP1,56897
NA,NA,NA,NA,NAPG,NAPG,0.99842,35554000,FALSE,NAPG,8774
NA,NA,NA,NA,FLNB,FLNB;DKFZP686A1668,0.99779,7231000000,FALSE,FLNB,2317
NA,NA,NA,NA,LRPPRC,LRPPRC,0.99755,509530000,FALSE,LRPPRC,10128
NA,NA,NA,NA,SPTBN1,SPTBN1,0.99708,245640000000,FALSE,SPTBN1,6711
NA,NA,NA,NA,MTHFD1,MTHFD1,0.99651,1392400000,FALSE,MTHFD1,4522
NA,NA,NA,NA,PPP6C,PPP6C,0.99579,354770000,FALSE,PPP6C,5537
NA,NA,NA,NA,ABI1,ABI1;ABI-2;ABI2,0.99501,27068000,FALSE,ABI1,10006
NA,NA,NA,NA,IPO4,IPO4,0.99483,85724000,FALSE,IPO4,79711
NA,NA,NA,NA,ARL15,ARL15,0.99448,15409000,FALSE,ARL15,54622
NA,NA,NA,NA,TRAPPC2L,TRAPPC2L,0.99399,24798000,FALSE,TRAPPC2L,51693
NA,NA,NA,NA,HCG_2004001,HCG_2004001;CAMSAP3,0.99379,59005000,FALSE,NA,NA
NA,NA,NA,NA,RPL7,RPL7;WUGSC:H_RG054D04.1,0.9937,902860000,FALSE,RPL7,6129
NA,NA,NA,NA,STK4/SLC36AL FUSION,STK4/SLC36AL FUSION;STK4;DKFZP686A2068,0.99296,34832000,FALSE,NA,NA
NA,NA,NA,NA,PDLIM3,PDLIM3,0.99254,164020000,FALSE,PDLIM3,27295
NA,NA,NA,NA,RAP1GDS1,RAP1GDS1,0.99247,81075000,FALSE,RAP1GDS1,5910
NA,NA,NA,NA,RPA1,RPA1,0.99158,21631000,FALSE,RPA1,6117
NA,NA,NA,NA,PDZRN3,PDZRN3,0.99146,578010000,FALSE,PDZRN3,23024
NA,NA,NA,NA,HAX1,HAX1,0.9912,23840000,FALSE,HAX1,10456
NA,NA,NA,NA,ANKRD13A,ANKRD13;ANKRD13A,0.99088,253520000,FALSE,ANKRD13A,88455
NA,NA,NA,NA,RPL31,RPL31,0.99012,97654000,FALSE,RPL31,6160
NA,NA,NA,NA,FBXO46,FBXO46,0.98935,137330000,FALSE,FBXO46,23403
NA,NA,NA,NA,SFXN1,SFXN1,0.98856,38040000,FALSE,SFXN1,94081
NA,NA,NA,NA,SRGAP2,SRGAP2,0.98828,477680000,FALSE,SRGAP2,23380
NA,NA,NA,NA,CLIC4,CLIC4,0.98789,3697500000,FALSE,CLIC4,25932
NA,NA,NA,NA,RHEB,RHEB,0.98744,35837000,FALSE,RHEB,6009
NA,NA,NA,NA,HDJ2,HDJ2;DNAJA1,0.98658,174120000,FALSE,NA,NA
NA,NA,NA,NA,SNRPD1,SNRPD1,0.98643,175100000,FALSE,SNRPD1,6632
NA,NA,NA,NA,EHD1,EHD1,0.98574,22843000000,FALSE,EHD1,10938
NA,NA,NA,NA,EPB41L2,EPB41L2,0.98253,174570000,FALSE,EPB41L2,2037
NA,NA,NA,NA,ACTA1,ACT,0.98251,850960000,FALSE,ACTA1,58
NA,NA,NA,NA,RAB35,RAB35,0.98121,410420000,FALSE,RAB35,11021
NA,NA,NA,NA,SNX29P2,SNX29P2,0.98084,25975000,FALSE,NA,NA
NA,NA,NA,NA,RAVER1,RAVER1,0.98052,22532000,FALSE,RAVER1,125950
NA,NA,NA,NA,RAP2C,RAP2C;RAP2A;DKFZP547A0616;RAP2B,0.97974000000000006,785660000,FALSE,RAP2C,57826
NA,NA,NA,NA,MPP6,MPP6,0.97876,101510000,FALSE,MPP6,51678
NA,NA,NA,NA,UBA1,UBA1,0.97867,290740000,FALSE,UBA1,7317
NA,NA,NA,NA,CYB5R3,CYB5R3,0.97788,163860000,FALSE,CYB5R3,1727
NA,NA,NA,NA,RPL4,RPL4,0.97773,273800000,FALSE,RPL4,6124
NA,NA,NA,NA,C14ORF1,C14ORF1,0.97722,29010000,FALSE,NA,NA
NA,NA,NA,NA,RPL32,RPL32,0.97575,40326000,FALSE,RPL32,6161
NA,NA,NA,NA,DNAJC2,DNAJC2,0.97522,43531000,FALSE,DNAJC2,27000
NA,NA,NA,NA,RAB18,RAB18,0.97416,67344000,FALSE,RAB18,22931
NA,NA,NA,NA,NOSIP,NOSIP,0.97333,88612000,FALSE,NOSIP,51070
NA,NA,NA,NA,MPRIP,MPRIP;MPRIP-NTRK1 FUSION GENE,0.97254,907500000,FALSE,MPRIP,23164
NA,NA,NA,NA,MELTF,MFI2,0.97131,283360000,FALSE,MELTF,4241
NA,NA,NA,NA,KCNN1,KCNN1,0.97079,66897000,FALSE,KCNN1,3780
NA,NA,NA,NA,RAP1A,RAP1A;RAP1B,0.9706,2090700000,FALSE,RAP1A,5906
NA,NA,NA,NA,HADHA,HADHA,0.97018,224060000,FALSE,HADHA,3030
NA,NA,NA,NA,SLC25A22,SLC25A22;SLC25A18,0.97002,127110000,FALSE,SLC25A22,79751
NA,NA,NA,NA,STK24,STK24;HEL-S-95,0.96996,170500000,FALSE,STK24,8428
NA,NA,NA,NA,SNTB2,SNTB2,0.96971,189150000,FALSE,SNTB2,6645
NA,NA,NA,NA,CTNNA1,CTNNA1;CTNNA2,0.96936,99320000,FALSE,CTNNA1,1495
NA,NA,NA,NA,GCSAM,GCSAM,0.96886,302590000,FALSE,GCSAM,257144
NA,NA,NA,NA,PLEC,PLEC,0.9679,27528000000,FALSE,PLEC,5339
NA,NA,NA,NA,PTPN11,PTPN11,0.96761,35876000,FALSE,PTPN11,5781
NA,NA,NA,NA,DNAJC13,DNAJC13,0.96618,229130000,FALSE,DNAJC13,23317
NA,NA,NA,NA,PPIL3,PPIL3,0.96565,19582000,FALSE,PPIL3,53938
NA,NA,NA,NA,RAB7A,RAB7A,0.96494,800160000,FALSE,RAB7A,7879
NA,NA,NA,NA,SLIRP,SLIRP,0.96472,200490000,FALSE,SLIRP,81892
NA,NA,NA,NA,LPXN,LPXN,0.96453,30071000,FALSE,LPXN,9404
NA,NA,NA,NA,NRAS,NRAS,0.96334,99010000,FALSE,NRAS,4893
NA,NA,NA,NA,RPS6KA1,RPS6KA1;RPS6KA2;RPS6KA3,0.96305,42931000,FALSE,RPS6KA1,6195
NA,NA,NA,NA,HUWE1,HUWE1,0.96283,265220000,FALSE,HUWE1,10075
NA,NA,NA,NA,ABLIM1,ABLIM1,0.96252,997320000,FALSE,ABLIM1,3983
NA,NA,NA,NA,POLD2,POLD2,0.96205,29138000,FALSE,POLD2,5425
NA,NA,NA,NA,FLNA,FLNA;FLJ00119,0.96122,44296000000,FALSE,FLNA,2316
NA,NA,NA,NA,TTC37,TTC37,0.96074,28157000,FALSE,TTC37,9652
NA,NA,NA,NA,TJP2,TJP2,0.96064,14437000000,FALSE,TJP2,9414
NA,NA,NA,NA,SELS,SELS;VIMP,0.95856,42077000,FALSE,NA,NA
NA,NA,NA,NA,SNTB1,SNTB1,0.95705,182730000,FALSE,SNTB1,6641
NA,NA,NA,NA,DKFZP586K0821,DKFZP586K0821;NDUFS3,0.95558,36132000,FALSE,NA,NA
NA,NA,NA,NA,TRADD,TRADD,0.95486,33734000,FALSE,TRADD,8717
NA,NA,NA,NA,MME,MME,0.95449,246460000,FALSE,MME,4311
NA,NA,NA,NA,LRRK1,LRRK1,0.95438,47603000,FALSE,LRRK1,79705
NA,NA,NA,NA,RAC1,RAC1;RAC3,0.95264,270320000,FALSE,RAC1,5879
NA,NA,NA,NA,GLRB,GLRB,0.95182,1158900000,FALSE,GLRB,2743
NA,NA,NA,NA,ANXA2,ANXA2;ANXA2P2,0.9517,383140000,FALSE,ANXA2,302
NA,NA,NA,NA,RPS15A,RPS15A;HCG_1994130,0.95096,617970000,FALSE,RPS15A,6210
NA,NA,NA,NA,DKFZP686E1899,DKFZP686E1899;TMOD3,0.94923,2842700000,FALSE,NA,NA
NA,NA,NA,NA,CD55,CD55,0.94882,161240000,FALSE,CD55,1604
NA,NA,NA,NA,TBC1D10A,TBC1D10A,0.94879,11585000,FALSE,TBC1D10A,83874
NA,NA,NA,NA,KPNA1,KPNA1,0.94826,20019000,FALSE,KPNA1,3836
NA,NA,NA,NA,ITPA,ITPA,0.94738,49833000,FALSE,ITPA,3704
NA,NA,NA,NA,TXNL1,TXNL1,0.94661,1858400000,FALSE,TXNL1,9352
NA,NA,NA,NA,SCRIB,SCRIB,0.94615,1381500000,FALSE,SCRIB,23513
NA,NA,NA,NA,PPA1,PPA1,0.94611,218130000,FALSE,PPA1,5464
NA,NA,NA,NA,SIPA1L3,SIPA1L3,0.94549,445870000,FALSE,SIPA1L3,23094
NA,NA,NA,NA,CNN2,CNN2;CNN3,0.94533,1110600000,FALSE,CNN2,1265
NA,NA,NA,NA,SPECC1L,CYTSA;SPECC1L;SPECC1L-ADORA2A,0.94518,27711000000,FALSE,SPECC1L,23384
NA,NA,NA,NA,ACADVL,ACADVL,0.94482,23530000,FALSE,ACADVL,37
NA,NA,NA,NA,ACSL3,ACSL3,0.9447,136120000,FALSE,ACSL3,2181
NA,NA,NA,NA,RHOC,RHOC;RHOA;ARHA,0.94357,1312600000,FALSE,RHOC,389
NA,NA,NA,NA,ELMO1,ELMO1,0.9433,386900000,FALSE,ELMO1,9844
NA,NA,NA,NA,REL,REL,0.94262,132900000,FALSE,REL,5966
NA,NA,NA,NA,PPP1R16B,PPP1R16B,0.94253,78909000,FALSE,PPP1R16B,26051
NA,NA,NA,NA,SDCBP,SDCBP,0.94158,17447000,FALSE,SDCBP,6386
NA,NA,NA,NA,COBL,COBL,0.94079,20901000,FALSE,COBL,23242
NA,NA,NA,NA,SIPA1L1,SIPA1L1,0.94026,512680000,FALSE,SIPA1L1,26037
NA,NA,NA,NA,KANK1,KANK1;DKFZP451G231,0.93898,195480000,FALSE,KANK1,23189
NA,NA,NA,NA,AKR1B1,AKR1B1,0.93866,120990000,FALSE,AKR1B1,231
NA,NA,NA,NA,LIN7C,LIN7C;LIN7A,0.93795,33311000,FALSE,LIN7C,55327
NA,NA,NA,NA,MRPS11,MRPS11,0.93752,65818000,FALSE,MRPS11,64963
NA,NA,NA,NA,YARS1,YARS,0.93669,352590000,FALSE,YARS1,8565
NA,NA,NA,NA,ANP32E,ANP32E,0.93643,97198000,FALSE,ANP32E,81611
NA,NA,NA,NA,NARS1,NARS,0.93617,928880000,FALSE,NARS1,4677
NA,NA,NA,NA,TRAPPC5,TRAPPC5,0.93517,44917000,FALSE,TRAPPC5,126003
NA,NA,NA,NA,CRYZ,CRYZ,0.93423,62908000,FALSE,CRYZ,1429
NA,NA,NA,NA,PLEKHF2,PLEKHF2,0.93339,113120000,FALSE,PLEKHF2,79666
NA,NA,NA,NA,THOC5,THOC5,0.93146,28891000,FALSE,THOC5,8563
NA,NA,NA,NA,FBL,FBL,0.93144,288670000,FALSE,FBL,2091
NA,NA,NA,NA,SARS1,SARS,0.92974,168400000,FALSE,SARS1,6301
NA,NA,NA,NA,PRDX2,PRDX2,0.9267,1588900000,FALSE,PRDX2,7001
NA,NA,NA,NA,TBC1D18,TBC1D18;RABGAP1L,0.92626,140060000,FALSE,NA,NA
NA,NA,NA,NA,PSME2,PSME2,0.92547,187200000,FALSE,PSME2,5721
NA,NA,NA,NA,MACF1,MACF1,0.92463,68937000,FALSE,MACF1,23499
NA,NA,NA,NA,NUDT5,NUDT5,0.92436,75871000,FALSE,NUDT5,11164
NA,NA,NA,NA,RPL35A,RPL35A,0.92292,136520000,FALSE,RPL35A,6165
NA,NA,NA,NA,SEMA7A,SEMA7A,0.92282,122780000,FALSE,SEMA7A,8482
NA,NA,NA,NA,TRAF3,TRAF3,0.92255,56196000,FALSE,TRAF3,7187
NA,NA,NA,NA,NFKB2,NFKB2,0.92224,22759000,FALSE,NFKB2,4791
NA,NA,NA,NA,FERMT3,FERMT3,0.92194,339630000,FALSE,FERMT3,83706
NA,NA,NA,NA,TUBGCP3,TUBGCP3,0.92145,33250000,FALSE,TUBGCP3,10426
NA,NA,NA,NA,EIF2B5,EIF2B5,0.92092,59796000,FALSE,EIF2B5,8893
NA,NA,NA,NA,JUP,JUP,0.92043,192710000,FALSE,JUP,3728
NA,NA,NA,NA,C17ORF25,C17ORF25,0.91895,6547600000,FALSE,NA,NA
NA,NA,NA,NA,NES,NES,0.9186,74777000,FALSE,NES,10763
NA,NA,NA,NA,CARHSP1,CARHSP1,0.91797,77264000,FALSE,CARHSP1,23589
NA,NA,NA,NA,STX17,STX17,0.91783,32317000,FALSE,STX17,55014
NA,NA,NA,NA,JAK2,JAK2,0.91682,12391000,FALSE,JAK2,3717
NA,NA,NA,NA,SPCS3,SPCS3,0.91644,49471000,FALSE,SPCS3,60559
NA,NA,NA,NA,DTX1,DTX1,0.91634,535030000,FALSE,DTX1,1840
NA,NA,NA,NA,PPIH,PPIH,0.91603,35156000,FALSE,PPIH,10465
NA,NA,NA,NA,OTUB1,OTUB1;DKFZP564E242,0.9159,105150000,FALSE,OTUB1,55611
NA,NA,NA,NA,NME1-NME2,NME1-NME2;NME2;NME1;NME2P1,0.91549,662490000,FALSE,NME1-NME2,654364
NA,NA,NA,NA,USO1,USO1,0.91546,37860000,FALSE,USO1,8615
NA,NA,NA,NA,DIABLO,DIABLO,0.91456,50494000,FALSE,DIABLO,56616
NA,NA,NA,NA,PPP1R2B,PPP1R2P3;PPP1R2,0.91399,107140000,FALSE,PPP1R2B,153743
NA,NA,NA,NA,TRAPPC11,TRAPPC11,0.91335,15689000,FALSE,TRAPPC11,60684
NA,NA,NA,NA,PPAT,PPAT,0.91214,23762000,FALSE,PPAT,5471
NA,NA,NA,NA,MYH11,MYH11,0.91161,1538900000,FALSE,MYH11,4629
NA,NA,NA,NA,POLR2C,POLR2C,0.91158,29143000,FALSE,POLR2C,5432
NA,NA,NA,NA,DSG2,DSG2,0.91076,435670000,FALSE,DSG2,1829
NA,NA,NA,NA,TUBGCP6,TUBGCP6,0.91034,58030000,FALSE,TUBGCP6,85378
NA,NA,NA,NA,LGALS1,LGALS1,0.90917,28033000,FALSE,LGALS1,3956
NA,NA,NA,NA,GNA13,GNA13,0.90854,126540000,FALSE,GNA13,10672
NA,NA,NA,NA,GRHPR,GRHPR,0.90832,107380000,FALSE,GRHPR,9380
NA,NA,NA,NA,RAB2B,RAB2B;RAB2A;DKFZP313C1541,0.90761,53502000,FALSE,RAB2B,84932
NA,NA,NA,NA,NCAPG,NCAPG,0.90684,34919000,FALSE,NCAPG,64151
NA,NA,NA,NA,CTNNB1,CTNNB1,0.90629,30199000,FALSE,CTNNB1,1499
NA,NA,NA,NA,UBE2M,UBE2M,0.90568,132440000,FALSE,UBE2M,9040
NA,NA,NA,NA,GFPT1,GFPT1,0.90525,105660000,FALSE,GFPT1,2673
NA,NA,NA,NA,MDH1,MDH1,0.9049,124960000,FALSE,MDH1,4190
NA,NA,NA,NA,PRKCA,PRKCA;PRKCB,0.90359,50966000,FALSE,PRKCA,5578
NA,NA,NA,NA,ARHGAP16P,ARHG;RHOG,0.90292,753580000,FALSE,ARHGAP16P,NA
NA,NA,NA,NA,AP1B1,AP1B1,0.90286,877510000,FALSE,AP1B1,162
NA,NA,NA,NA,DQB1*0603,DQB1*0603;HLA-DQB1;HLA-DQB1*06X;HLA-DQB;HLA-DQ3;HLA DQB1;HLA-DQ;HLA-DW12;HLA-DRB2;HLA-DQB1*06NEW1;DQB1;HLA-DQB1I;HLA-DRB3;HLA-DQB3;HLA-DQB1*05:01;HLA-DRB4,0.90168,92595000,FALSE,NA,NA
NA,NA,NA,NA,FYN,FYN,0.90128,429690000,FALSE,FYN,2534
NA,NA,NA,NA,AP3D1,AP3D1,0.90064,37358000,FALSE,AP3D1,8943
NA,NA,NA,NA,PDCD10,PDCD10,0.9001,2097800000,FALSE,PDCD10,11235
NA,NA,NA,NA,ACAP2,ACAP2,0.89975,33930000,FALSE,ACAP2,23527
NA,NA,NA,NA,EPB41,EPB41,0.89908,170590000,FALSE,EPB41,2035
NA,NA,NA,NA,NDUFS1,NDUFS1,0.89902,23448000,FALSE,NDUFS1,4719
NA,NA,NA,NA,UCHL1,UCHL1,0.89887,580640000,FALSE,UCHL1,7345
NA,NA,NA,NA,CHMP4B,CHMP4B,0.89821,159400000,FALSE,CHMP4B,128866
NA,NA,NA,NA,CDC37,CDC37,0.89778,42120000,FALSE,CDC37,11140
NA,NA,NA,NA,IQGAP1,IQGAP1,0.89767,24741000000,FALSE,IQGAP1,8826
NA,NA,NA,NA,LZTS2,LZTS2,0.89712,38544000,FALSE,LZTS2,84445
NA,NA,NA,NA,DKFZP564J0123,DKFZP564J0123;C3ORF60;NDUFAF3,0.89561,15461000,FALSE,NA,NA
NA,NA,NA,NA,PSMF1,PSMF1,0.89476,22869000,FALSE,PSMF1,9491
NA,NA,NA,NA,SF3A3,SF3A3,0.89449,44941000,FALSE,SF3A3,10946
NA,NA,NA,NA,TCEA1,TCEA1,0.89431,29740000,FALSE,TCEA1,6917
NA,NA,NA,NA,SH2D3C,SH2D3C,0.89302,121830000,FALSE,SH2D3C,10044
NA,NA,NA,NA,LRRC59,LRRC59,0.89051,46813000,FALSE,LRRC59,55379
NA,NA,NA,NA,COPG1,COPG1;COPG,0.88988,343420000,FALSE,COPG1,22820
NA,NA,NA,NA,TUBA1C,TUBA1C;TUBA1B;KLK9;TUBA1A;TUBA2;TUBA3C;TUBA3E,0.88919,7629900000,FALSE,TUBA1C,84790
NA,NA,NA,NA,HSPA4,HSPA4;HS24/P52,0.88869,103010000,FALSE,HSPA4,3308
NA,NA,NA,NA,CD37,CD37,0.88681,59152000,FALSE,CD37,951
NA,NA,NA,NA,CSK,CSK,0.88663,450650000,FALSE,CSK,1445
NA,NA,NA,NA,TXNDC17,TXNDC17,0.88612,62472000,FALSE,TXNDC17,84817
NA,NA,NA,NA,TTC7A,TTC7A,0.88587,210750000,FALSE,TTC7A,57217
NA,NA,NA,NA,TMX1,TMX1,0.8857,27308000,FALSE,TMX1,81542
NA,NA,NA,NA,AP1G2,AP1G2,0.88529,56100000,FALSE,AP1G2,8906
NA,NA,NA,NA,PALD1,PALD1,0.88527,42914000,FALSE,PALD1,27143
NA,NA,NA,NA,NUAK2,NUAK2,0.88495,708440000,FALSE,NUAK2,81788
NA,NA,NA,NA,PAG1,PAG1,0.8842,227570000,FALSE,PAG1,55824
NA,NA,NA,NA,PSMD9,PSMD9,0.88328,85655000,FALSE,PSMD9,5715
NA,NA,NA,NA,TBCB,TBCB,0.88063,30800000,FALSE,TBCB,1155
NA,NA,NA,NA,CUL5,CUL5,0.88054,37960000,FALSE,CUL5,8065
NA,NA,NA,NA,RALB,RALB;RALA,0.87977,414310000,FALSE,RALB,5899
NA,NA,NA,NA,COMMD3,COMMD3;COMMD3-BMI1,0.87976,31677000,FALSE,COMMD3,23412
NA,NA,NA,NA,SFN,SFN,0.87918,555470000,FALSE,SFN,2810
NA,NA,NA,NA,GYS1,GYS1,0.87901,109280000,FALSE,GYS1,2997
NA,NA,NA,NA,SLC7A5,SLC7A5,0.87812,39847000,FALSE,SLC7A5,8140
NA,NA,NA,NA,SNU13,NHP2L1,0.87796,50228000,FALSE,SNU13,4809
NA,NA,NA,NA,NSF,NSF,0.87541,259760000,FALSE,NSF,4905
NA,NA,NA,NA,RAB5C,RAB5C;RAB5A;RAB5B,0.87471,325540000,FALSE,RAB5C,5878
NA,NA,NA,NA,TLN1,TLN1,0.87427,291430000,FALSE,TLN1,7094
NA,NA,NA,NA,MTA2,MTA2,0.87349,23877000,FALSE,MTA2,9219
NA,NA,NA,NA,TUBGCP4,TUBGCP4,0.87297,42474000,FALSE,TUBGCP4,27229
NA,NA,NA,NA,EIF2A,EIF2A,0.87203,39914000,FALSE,EIF2A,83939
NA,NA,NA,NA,ATP6V1E1,ATP6V1E1,0.87143,48873000,FALSE,ATP6V1E1,529
NA,NA,NA,NA,SMPDL3B,SMPDL3B,0.87138,132020000,FALSE,SMPDL3B,27293
NA,NA,NA,NA,CAMK2D,CAMK2D;CAMK2A;CAMK2B;CAMK2G,0.86986,213340000,FALSE,CAMK2D,817
NA,NA,NA,NA,LRMP,LRMP,0.8694,49831000,FALSE,NA,NA
NA,NA,NA,NA,ARF3,ARF3;ARF1,0.86869,140170000,FALSE,ARF3,377
NA,NA,NA,NA,ELOB,TCEB2,0.86843,109330000,FALSE,ELOB,6923
NA,NA,NA,NA,RNF213,RNF213,0.8676,11868000,FALSE,RNF213,57674
NA,NA,NA,NA,PPP1CB,PPP1CB,0.86657,3772500000,FALSE,PPP1CB,5500
NA,NA,NA,NA,ATG7,ATG7,0.86656,121500000,FALSE,ATG7,10533
NA,NA,NA,NA,NCAPD2,NCAPD2,0.8657,30911000,FALSE,NCAPD2,9918
NA,NA,NA,NA,CTDSP1,CTDSP1;CTDSPL,0.86513,50929000,FALSE,CTDSP1,58190
NA,NA,NA,NA,ATIC,ATIC,0.86258,550110000,FALSE,ATIC,471
NA,NA,NA,NA,CDK4,CDK4,0.86184,59323000,FALSE,CDK4,1019
NA,NA,NA,NA,PSME1,PSME1,0.86179,73295000,FALSE,PSME1,5720
NA,NA,NA,NA,LDHB,LDHB,0.86139,2590100000,FALSE,LDHB,3945
NA,NA,NA,NA,ANP32B,ANP32B,0.86135,137720000,FALSE,ANP32B,10541
NA,NA,NA,NA,TELO2,TELO2,0.86128,110210000,FALSE,TELO2,9894
NA,NA,NA,NA,CD2AP,CD2AP,0.86093,503280000,FALSE,CD2AP,23607
NA,NA,NA,NA,IKBKB,IKBKB,0.85989,17311000,FALSE,IKBKB,3551
NA,NA,NA,NA,MRPS24,MRPS24,0.85931,16508000,FALSE,MRPS24,64951
NA,NA,NA,NA,FAM126B,FAM126B,0.85898,30329000,FALSE,FAM126B,285172
NA,NA,NA,NA,ENAH,ENAH,0.85847,5639200,FALSE,ENAH,55740
NA,NA,NA,NA,RGS13,RGS13,0.8574,130370000,FALSE,RGS13,6003
NA,NA,NA,NA,SPIRE1,SPIRE1,0.85731,9698000,FALSE,SPIRE1,56907
NA,NA,NA,NA,WDR1,WDR1,0.85699,287770000,FALSE,WDR1,9948
NA,NA,NA,NA,RANGAP1,RANGAP1,0.85656,32409000,FALSE,RANGAP1,5905
NA,NA,NA,NA,NIP7,NIP7,0.85605,51616000,FALSE,NIP7,51388
NA,NA,NA,NA,STX11,STX11,0.85524,58201000,FALSE,STX11,8676
NA,NA,NA,NA,FHOD1,FHOD1,0.8551,54381000,FALSE,FHOD1,29109
NA,NA,NA,NA,EXOC2,EXOC2,0.85278,30009000,FALSE,EXOC2,55770
NA,NA,NA,NA,VPS29,VPS29;DKFZP667O202,0.85264,182610000,FALSE,VPS29,51699
NA,NA,NA,NA,SCAMP2,SCAMP2,0.85238,33807000,FALSE,SCAMP2,10066
NA,NA,NA,NA,NAA50,NAA50,0.85211,15177000,FALSE,NAA50,80218
NA,NA,NA,NA,SRSF7,SRSF7,0.852,57851000,FALSE,SRSF7,6432
NA,NA,NA,NA,AP1G1,AP1G1,0.85088,112540000,FALSE,AP1G1,164
NA,NA,NA,NA,DKFZP686L0869,DKFZP686L0869;IARS;DKFZP686L17145,0.85068,2338400000,FALSE,NA,NA
NA,NA,NA,NA,CDK2,CDK2,0.85044,24659000,FALSE,CDK2,1017
NA,NA,NA,NA,SUGT1,SUGT1,0.85015,83592000,FALSE,SUGT1,10910
NA,NA,NA,NA,DNM1L,DNM1L,0.85009,114940000,FALSE,DNM1L,10059
NA,NA,NA,NA,UBE2I,UBE2I,0.84944,56823000,FALSE,UBE2I,7329
NA,NA,NA,NA,DYNC1H1,DYNC1H1,0.84875,2490600000,FALSE,DYNC1H1,1778
NA,NA,NA,NA,TXNDC5,TXNDC5;STRF8;DKFZP666I134,0.84846,7361200,FALSE,TXNDC5,81567
NA,NA,NA,NA,ANXA6,ANXA6,0.84839,82554000,FALSE,ANXA6,309
NA,NA,NA,NA,RPL13,RPL13,0.84751,199560000,FALSE,RPL13,6137
NA,NA,NA,NA,RRAS2,RRAS2,0.84741,3507800000,FALSE,RRAS2,22800
NA,NA,NA,NA,ARHGAP25,ARHGAP25;KIAA0053,0.84738,242790000,FALSE,ARHGAP25,9938
NA,NA,NA,NA,MGST1,MGST1,0.84667,70881000,FALSE,MGST1,4257
NA,NA,NA,NA,GABARAPL2,GABARAPL2,0.84629,30629000,FALSE,GABARAPL2,11345
NA,NA,NA,NA,PIK3C3,PIK3C3,0.84627,20547000,FALSE,PIK3C3,5289
NA,NA,NA,NA,WASF2,WASF2,0.84621,80499000,FALSE,WASF2,10163
NA,NA,NA,NA,DKFZP586J0119,DKFZP586J0119;EIF2B4,0.84596,160510000,FALSE,NA,NA
NA,NA,NA,NA,C2ORF88,C2ORF88,0.8451,12903000,FALSE,NA,NA
NA,NA,NA,NA,ACP1,ACP1,0.84428,226390000,FALSE,ACP1,52
NA,NA,NA,NA,SAR1B,SAR1B;SAR1A;SARA1,0.84407,44399000,FALSE,SAR1B,51128
NA,NA,NA,NA,VAPA,VAPA,0.84374,509350000,FALSE,VAPA,9218
NA,NA,NA,NA,FARSB,FARSB;FARSLB,0.84264,439810000,FALSE,FARSB,10056
NA,NA,NA,NA,RASA3,RASA3,0.8415,181600000,FALSE,RASA3,22821
NA,NA,NA,NA,KATNAL2,KATNAL2,0.84034,319930000,FALSE,KATNAL2,83473
NA,NA,NA,NA,ALPL,ALPL,0.8402,55130000,FALSE,ALPL,249
NA,NA,NA,NA,AP2A1,AP2A1,0.83995,1174800000,FALSE,AP2A1,160
